count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
37824,2017,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",715,607,10768,386,1795,214,12,2,6,0,0,234,13789
37825,2017,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",878,1905,16037,744,3552,562,82,37,190,42,44,957,23194
37827,2017,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",6624,1768,11777,2402,2752,593,101,0,31,0,11,737,19436
38368,2017,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1416,659,4829,889,1501,202,38,6,10,3,0,259,8138
38555,2017,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2408,1225,14079,646,2877,506,102,11,70,1,16,707,19534
38592,2017,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3534,760,3465,1286,1093,270,18,1,9,2,3,304,6907
38595,2017,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1193,515,4162,9,1306,150,26,0,37,0,3,215,6206
47081,2017,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1167,1024,11729,1559,2821,403,58,11,34,12,17,534,17667
47245,2017,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Counted,"Manual count",1623,3846,53934,1900,14234,949,197,98,353,85,67,1750,75664
47249,2017,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1576,1652,15174,1005,5012,549,84,20,142,22,94,911,23754
47269,2017,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",609,325,3626,20,914,83,13,0,20,0,6,122,5008
47727,2017,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1060,689,10951,417,2282,365,16,9,49,0,0,439,14778
47784,2017,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",658,464,6325,213,1279,284,45,0,123,40,19,513,8795
47785,2017,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1544,780,8219,1030,1566,220,53,1,28,0,0,302,11897
48159,2017,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Automatic counter",2470,1456,10774,2120,2147,377,64,7,94,4,6,551,17049
48352,2017,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Counted,"Automatic counter",2034,1356,9822,169,2034,560,61,0,49,9,28,707,14088
48537,2017,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Road roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Counted,"Dependent on a neighbouring counted link",314,995,16442,1900,3585,403,82,67,37,59,41,690,23612
56124,2017,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1010,856,10320,1728,2635,620,73,22,41,32,33,822,16361
56751,2017,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",924,891,8595,939,2450,340,69,12,56,4,7,487,13362
56815,2017,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Automatic counter",2311,3043,42023,2829,7489,1328,174,23,326,80,61,1991,57374
56990,2017,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",2062,1042,7743,888,2126,325,39,9,10,9,0,392,12191
57080,2017,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2515,1098,9617,1229,2344,361,122,3,24,4,14,527,14814
57538,2017,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2654,2852,8784,284,3023,222,86,9,16,4,1,339,15282
57690,2017,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",5799,991,9370,2723,1382,236,43,3,42,2,22,349,14816
57828,2017,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3348,1567,9212,928,2915,434,49,3,27,2,9,525,15148
58157,2017,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1269,859,10208,1796,1963,428,27,0,38,7,7,507,15333
58196,2017,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",658,657,13727,160,2999,666,55,0,23,3,2,749,18291
58317,2017,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",528,403,8268,303,1524,244,37,0,24,2,11,318,10815
75094,2017,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1183,518,3362,1549,1322,140,30,5,24,2,1,202,6953
75095,2017,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1347,1108,3269,36,1061,144,20,1,4,1,0,171,5644
75096,2017,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2025,614,5962,1205,1600,159,25,5,18,1,1,209,9590
75097,2017,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2563,956,7587,1519,2206,348,49,0,28,0,0,426,12694
75098,2017,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",331,305,1702,10,435,79,9,1,0,0,0,89,2541
75099,2017,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",1141,908,12565,878,2847,388,58,15,109,20,34,625,17823
75100,2017,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",975,776,10740,750,2434,332,50,13,93,17,29,534,15234
75101,2017,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1627,994,9229,960,2604,293,39,13,24,1,1,371,14157
75102,2017,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",946,753,10420,728,2361,322,48,12,90,17,28,518,14780
75103,2017,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",806,641,8873,620,2011,274,41,10,77,14,24,441,12585
75136,2017,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1010,856,10320,1728,2635,620,73,22,41,32,33,822,16361
76054,2017,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Counted,"Manual count",1697,2859,40934,1313,8887,790,133,46,185,69,53,1274,55268
80722,2017,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",500,127,17052,351,569,126,0,0,7,0,0,132,18232
942304,2017,6,London,145,Camden,B510,minor,,,525323,185330,51.55294845,-0.19380874,,,Counted,"Manual count",208,319,6207,175,1685,114,30,3,30,4,6,188,8574
942305,2017,6,London,145,Camden,B521,minor,,,531314,181941,51.52113192,-0.10871053,,,Counted,"Manual count",917,319,1430,2,698,56,7,0,2,0,0,64,2513
942307,2017,6,London,145,Camden,B502,minor,,,530149,182117,51.52298296,-0.12542749,,,Counted,"Manual count",957,190,1142,8,453,60,6,2,1,1,0,70,1864
942310,2017,6,London,145,Camden,U,minor,,,529076,184496,51.54460827,-0.14001362,,,Counted,"Manual count",16,4,62,0,29,1,0,0,0,0,0,1,95
951701,2017,6,London,145,Camden,B519,minor,,,526422,186757,51.56552769,-0.17745338,,,Counted,"Manual count",432,527,14471,203,3134,233,21,1,18,1,0,273,18608
951703,2017,6,London,145,Camden,U,minor,,,525830,185148,51.55120010,-0.18656505,,,Counted,"Manual count",13,7,716,1,149,2,1,0,0,0,0,3,876
951704,2017,6,London,145,Camden,U,minor,,,528657,186240,51.56037660,-0.14541520,,,Counted,"Manual count",229,29,1035,6,117,4,1,0,0,0,0,6,1193
6425,2016,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3775,1215,11819,1332,1999,527,53,2,99,1,2,684,17049
7043,2016,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1010,793,8360,1257,2120,388,68,0,26,0,4,487,13016
7044,2016,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",2364,1674,23058,2004,4208,891,65,0,165,14,51,1185,32128
7214,2016,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2856,1923,20349,1276,5154,776,79,4,213,18,59,1149,29851
7237,2016,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1205,398,7955,162,2079,239,30,5,38,3,6,320,10914
7671,2016,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",2174,1100,8648,1648,2186,631,117,0,226,11,9,994,14576
7717,2016,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",6314,2030,9700,848,2940,371,23,5,22,1,3,426,15943
8381,2016,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1626,637,8663,640,2141,243,32,7,32,4,4,321,12402
8438,2016,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",672,720,6240,698,1091,290,37,10,88,32,23,480,9228
8469,2016,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",2375,1346,8572,1094,2383,409,80,16,73,0,0,578,13974
16401,2016,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",4563,282,1748,2248,444,107,10,2,18,2,1,140,4862
16434,2016,6,London,145,Camden,A41,major,"Adelaide Road roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",766,1684,33892,2035,7028,1108,100,91,314,69,100,1782,46421
17007,2016,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",2173,918,9168,1180,2328,447,30,11,57,7,16,568,14161
17008,2016,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1213,1116,10383,1151,2490,353,54,23,38,14,12,494,15634
17169,2016,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2312,3216,38162,2437,8408,1372,144,98,193,86,78,1972,54195
17170,2016,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",512,359,5204,749,1629,241,30,3,14,12,1,301,8242
17196,2016,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1468,301,5573,224,672,225,16,0,5,0,3,250,7020
17637,2016,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3250,2016,17729,3926,5486,607,60,3,80,2,0,751,29907
17688,2016,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1626,637,8663,640,2141,243,32,7,32,4,4,321,12402
18077,2016,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2416,3065,45606,3139,8090,1440,174,25,420,86,66,2212,62112
18170,2016,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",457,1409,4857,62,1834,174,30,4,26,4,4,242,8404
18611,2016,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",3078,2554,18389,1074,4609,671,97,1,220,24,57,1070,27696
27075,2016,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",591,448,4936,673,746,215,25,0,24,0,9,273,7077
27241,2016,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2966,2157,20443,1110,5539,754,60,3,114,8,17,956,30205
27264,2016,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",499,224,3813,288,1082,124,31,0,30,1,0,186,5593
27733,2016,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Counted,"Manual count",655,523,7591,379,2315,309,39,2,40,10,5,405,11214
27785,2016,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2624,922,7589,1583,2225,354,46,0,33,0,0,433,12752
28216,2016,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Counted,"Manual count",593,430,7782,661,1950,252,45,5,32,2,2,338,11161
28313,2016,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Counted,"Manual count",70,786,7913,130,2377,257,36,19,56,28,14,408,11614
28379,2016,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1402,796,8085,238,1604,264,37,1,41,0,0,344,11068
28498,2016,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Counted,"Manual count",466,472,7492,528,2405,294,16,8,34,15,4,371,11268
28758,2016,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",676,460,6074,257,1195,228,48,0,37,0,11,325,8311
37100,2016,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1514,1277,13707,1536,3729,637,63,10,188,16,3,916,21164
37101,2016,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",5058,1354,15173,1098,3063,630,80,4,192,10,9,924,21612
37264,2016,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Estimated,"Estimated using previous year's AADF on this link",673,697,12235,858,2093,257,45,2,12,3,1,320,16204
37268,2016,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2912,2139,14721,2604,3630,547,64,0,76,0,24,710,23804
37773,2016,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",3378,2286,16090,3167,3376,760,139,0,194,31,82,1205,26124
37824,2016,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",732,585,10771,402,1810,217,12,2,7,0,0,238,13806
